"Table 1-- Individual Income Tax Returns: Selected Income and Tax Items by State, ZIP Code, and Size of Adjusted Gross Income, Tax Year 1998",,,,,,,,,,,,,,,,,,
(Money amounts in thousands of dollars),,,,,,,,,,,,,,,,,,
WASHINGTON           ,,,,,,,,,,,,,,,,,,
,,      Number of Exemptions      ,,,Salaries and Wages   ,,Taxable Interest,,Earned Income Credit  ,,Total Tax,,Schedule C,,Schedule F  ,, Schedule A Deductions ,
"$10,000 under $25,000",369,710,228,"6,223",296,"4,610",138,222,107,226,282,351,38,43,*       13,*       13,*       51,*        452
"$25,000 under $50,000",383,934,314,"13,708",343,"11,047",207,268,15,6,372,"1,237",69,80,**        ,**        ,121,"1,407"
"$50,000 or more      ",254,692,210,"19,325",225,"12,681",203,864,--        ,--        ,254,"2,868",55,62,11,11,143,"1,828"
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,          ,          ,            ,          ,          ,          ,          ,          ,            
98238                ,124,252,98,"4,095",103,"2,932",69,205,28,51,95,502,24,27,**        ,**        ,32,405
"Under $10,000        ",31,25,8,117,22,103,10,4,12,15,12,3,*       10,*       12,--        ,--        ,**        ,**          
"$10,000 under $25,000",35,73,34,613,31,488,14,2,*       16,*       36,26,39,**        ,**        ,--        ,--        ,**        ,**          
"$25,000 under $50,000",27,69,29,949,24,756,21,39,**        ,**        ,26,76,*       14,*       15,**        ,**        ,*       16,*        179
"$50,000 or more      ",31,85,27,"2,416",26,"1,585",24,160,--        ,--        ,31,384,**        ,**        ,**        ,**        ,16,226
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,          ,          ,            ,          ,          ,          ,          ,          ,            
98239                ,"2,732","5,381","1,300","118,442","1,954","67,773","1,980","5,616",195,255,"2,329","17,076",512,609,43,43,"1,033","14,545"
"Under $10,000        ",470,428,69,604,322,"1,538",217,176,98,97,194,69,68,78,*       12,*       12,30,322
"$10,000 under $25,000",609,"1,024",210,"10,758",389,"5,794",400,836,83,151,501,705,101,122,**        ,**        ,117,"1,450"
"$25,000 under $50,000",806,"1,794",478,"29,522",605,"19,160",603,"1,269",14,7,787,"2,796",153,183,13,13,338,"3,774"
"$50,000 or more      ",847,"2,135",543,"77,558",638,"41,281",760,"3,335",--        ,--        ,847,"13,506",190,226,18,18,548,"8,999"
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,          ,          ,            ,          ,          ,          ,          ,          ,            
98240                ,"1,288","2,749",912,"49,825","1,117","36,323",745,"1,269",174,256,"1,069","6,658",218,262,66,68,397,"5,306"
"Under $10,000        ",279,305,89,884,228,"1,225",97,64,79,96,123,53,36,43,**        ,**        ,16,168
"$10,000 under $25,000",345,628,183,"5,897",289,"4,615",162,254,81,154,293,381,50,65,*       17,*       17,33,350
"$25,000 under $50,000",336,840,282,"12,543",301,"10,209",215,307,14,6,325,"1,166",70,80,20,21,126,"1,528"
"$50,000 or more      ",328,976,358,"30,501",299,"20,274",271,644,--        ,--        ,328,"5,058",62,74,29,30,222,"3,260"
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,          ,          ,            ,          ,          ,          ,          ,          ,            
98241                ,937,"2,015",690,"30,606",808,"22,945",430,"1,212",151,232,747,"3,556",127,151,13,13,179,"2,249"
"Under $10,000        ",207,258,76,918,172,738,50,50,66,85,70,25,22,28,**        ,**        ,**        ,**          
"$10,000 under $25,000",230,439,135,"3,914",184,"2,904",92,229,67,139,180,217,28,33,*       13,*       13,*       17,*        235
"$25,000 under $50,000",337,826,294,"12,199",311,"10,461",163,213,18,8,334,"1,140",53,63,--        ,--        ,86,929
"$50,000 or more      ",163,492,185,"13,575",141,"8,842",125,720,--        ,--        ,163,"2,174",24,27,**        ,**        ,76,"1,085"
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,          ,          ,            ,          ,          ,          ,          ,          ,            
98243                ,209,344,53,"14,881",129,"4,130",153,"1,749",23,23,178,"2,730",66,77,**        ,**        ,80,"2,400"
"Under $10,000        ",52,59,11,122,36,221,25,24,*       23,*       23,29,15,22,25,--        ,--        ,**        ,**          
"$10,000 under $25,000",53,78,14,930,37,530,37,71,**        ,**        ,47,80,16,20,**        ,**        ,*       16,*        222
"$25,000 under $50,000",41,71,9,"1,514",27,712,33,136,**        ,**        ,39,202,12,12,--        ,--        ,15,230
"$50,000 or more      ",63,136,19,"12,315",29,"2,667",58,"1,518",--        ,--        ,63,"2,433",16,20,**        ,**        ,49,"1,948"
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,          ,          ,            ,          ,          ,          ,          ,          ,            
98244                ,"1,145","2,310",766,"40,844",982,"25,665",606,"3,600",207,288,895,"5,765",201,240,35,36,270,"3,526"
"Under $10,000        ",299,358,97,962,239,"1,242",103,132,108,125,111,46,41,50,13,14,10,114
"$10,000 under $25,000",335,589,184,"5,739",288,"4,636",143,154,89,159,282,360,45,55,10,10,45,478
"$25,000 under $50,000",304,770,280,"11,268",272,"8,702",181,239,10,4,295,"1,069",72,83,*       12,*       12,94,"1,064"
"$50,000 or more      ",207,593,205,"22,875",183,"11,085",179,"3,075",--        ,--        ,207,"4,290",43,52,**        ,**        ,121,"1,870"
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,          ,          ,            ,          ,          ,          ,          ,          ,            
98245                ,"1,628","2,876",753,"151,343","1,163","48,126","1,034","18,316",222,297,"1,329","36,499",500,612,29,29,504,"14,635"
"Under $10,000        ",424,364,68,"1,149",290,"1,459",185,364,113,100,194,97,108,127,--        ,--        ,29,446
"$10,000 under $25,000",425,717,195,"7,128",318,"4,645",213,409,96,190,368,534,128,155,**        ,**        ,78,898
"$25,000 under $50,000",385,864,260,"13,762",301,"8,891",274,690,13,7,375,"1,381",118,150,*       14,*       14,135,"1,835"
"$50,000 or more      ",394,931,230,"129,304",254,"33,131",362,"16,853",--        ,--        ,392,"34,487",146,180,15,15,262,"11,456"
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,          ,          ,            ,          ,          ,          ,          ,          ,            
98247                ,"3,053","6,969","2,668","109,404","2,604","74,093","1,653","4,471",513,808,"2,398","13,598",487,561,187,190,859,"20,870"
"Under $10,000        ",716,747,240,"1,957",571,"3,024",266,291,198,267,272,137,72,87,38,40,41,456
"$10,000 under $25,000",782,"1,585",567,"13,390",643,"9,774",314,575,256,511,604,819,109,120,26,26,72,798
"$25,000 under $50,000",866,"2,519","1,051","31,796",793,"26,649",500,764,59,30,833,"2,724",168,198,49,50,305,"3,327"
"$50,000 or more      ",689,"2,118",810,"62,261",597,"34,646",573,"2,841",--        ,--        ,689,"9,918",138,156,74,74,441,"16,289"
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,          ,          ,            ,          ,          ,          ,          ,          ,            
98248                ,"7,621","16,480","5,755","285,965","6,581","210,676","4,374","8,896","1,097","1,694","6,117","36,376","1,164","1,383",180,185,"2,490","34,607"
"Under $10,000        ","1,653","1,774",531,"5,177","1,361","6,762",571,480,476,563,588,253,158,184,30,30,65,792
"$10,000 under $25,000","1,903","3,458","1,105","32,377","1,577","24,916",808,"1,249",530,"1,083","1,517","1,926",235,286,26,28,257,"2,852"
"$25,000 under $50,000","2,054","5,285","1,986","76,074","1,840","61,615","1,285","1,852",91,48,"2,004","6,886",395,480,50,50,815,"9,128"
"$50,000 or more      ","2,011","5,963","2,133","172,337","1,803","117,383","1,710","5,315",--        ,--        ,"2,008","27,311",376,433,74,77,"1,353","21,835"
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,          ,          ,            ,          ,          ,          ,          ,          ,            
98249                ,"2,009","3,869","1,000","120,449","1,421","51,667","1,435","6,125",170,230,"1,748","21,952",510,617,15,15,871,"15,774"
"Under $10,000        ",365,370,87,817,252,"1,356",167,157,91,114,166,73,92,117,--        ,--        ,37,525
"$10,000 under $25,000",420,664,128,"7,207",270,"3,798",262,577,61,107,372,528,93,107,**        ,**        ,86,"1,076"
"$25,000 under $50,000",541,"1,135",310,"20,084",383,"11,908",397,"1,107",18,9,527,"1,992",128,149,*       15,*       15,247,"3,136"
"$50,000 or more      ",683,"1,700",475,"92,341",516,"34,605",609,"4,284",--        ,--        ,683,"19,359",197,244,**        ,**        ,501,"11,037"
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,          ,          ,            ,          ,          ,          ,          ,          ,            
98250                ,"3,545","6,183","1,432","229,874","2,482","79,198","2,370","16,916",359,452,"2,953","44,174",915,"1,139",72,74,"1,303","35,027"
"Under $10,000        ",787,753,148,"-1,002",533,"2,493",352,449,194,159,338,179,171,212,**        ,**        ,71,"1,108"
"$10,000 under $25,000",861,"1,343",304,"14,984",639,"9,582",444,976,151,286,750,"1,121",202,246,*       13,*       13,178,"2,478"
"$25,000 under $50,000",858,"1,710",439,"31,348",655,"19,159",616,"1,792",14,7,835,"3,252",223,288,23,24,336,"4,875"
"$50,000 or more      ","1,039","2,377",541,"184,544",655,"47,964",958,"13,699",--        ,--        ,"1,030","39,622",319,393,36,37,718,"26,566"
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,          ,          ,            ,          ,          ,          ,          ,          ,            
98251                ,"1,557","3,375","1,175","54,139","1,421","46,654",685,749,203,302,"1,314","5,694",201,229,**        ,**        ,566,"6,638"
"Under $10,000        ",270,309,98,"1,167",228,"1,138",64,44,86,117,92,32,29,34,**        ,**        ,14,117
"$10,000 under $25,000",357,627,180,"6,146",309,"5,095",121,135,96,174,298,372,37,43,**        ,**        ,50,498
"$25,000 under $50,000",532,"1,272",463,"19,526",508,"17,262",245,144,21,11,527,"1,816",72,79,**        ,**        ,233,"2,425"
"$50,000 or more      ",398,"1,167",434,"27,300",376,"23,159",255,426,--        ,--        ,397,"3,474",63,73,**        ,**        ,269,"3,598"
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,          ,          ,            ,          ,          ,          ,          ,          ,            
98252                ,"2,798","6,172","2,213","108,533","2,518","90,794","1,334","2,170",339,530,"2,368","12,556",349,402,32,35,"1,036","13,521"
"Under $10,000        ",434,417,100,"2,014",359,"1,894",118,83,115,119,163,58,43,49,**        ,**        ,17,275
"$10,000 under $25,000",664,"1,221",417,"11,553",553,"9,127",197,475,198,399,535,708,62,70,*       16,*       18,88,989
"$25,000 under $50,000",877,"2,096",783,"32,092",827,"28,501",394,306,26,12,848,"2,923",104,120,**        ,**        ,342,"3,741"
"$50,000 or more      ",823,"2,438",913,"62,874",779,"51,272",625,"1,306",--        ,--        ,822,"8,867",140,163,16,17,589,"8,516"
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,          ,          ,            ,          ,          ,          ,          ,          ,            
98253                ,747,"1,410",268,"36,361",471,"16,360",568,"2,375",55,66,649,"5,531",183,200,12,12,314,"5,038"
"Under $10,000        ",129,136,19,290,81,364,65,108,31,24,63,34,35,37,**        ,**        ,18,271
"$10,000 under $25,000",177,314,63,"3,168",93,"1,463",114,355,*       24,*       42,147,207,44,50,*       12,*       12,38,486
"$25,000 under $50,000",188,386,81,"6,920",127,"3,704",155,574,**        ,**        ,186,710,45,51,**        ,**        ,78,966
"$50,000 or more      ",253,574,105,"25,983",170,"10,829",234,"1,338",--        ,--        ,253,"4,580",59,62,**        ,**        ,180,"3,315"
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,          ,          ,            ,          ,          ,          ,          ,          ,            
98255                ,104,227,86,"2,396",90,"1,841",34,93,31,61,80,216,12,16,**        ,**        ,11,120
"Under $10,000        ",24,45,23,143,22,122,**        ,**        ,13,21,**        ,**          ,*       12,*       16,--        ,--        ,--        ,--          
"$10,000 under $25,000",43,96,35,704,37,544,*       16,*       29,18,40,*       43,*         36,**        ,**        ,**        ,**        ,*       11,*        120
"$25,000 under $50,000",*       37,*       86,*       28,"*      1,549",*       31,"*      1,175",*       18,*       64,--        ,--        ,*       37,*        180,**        ,**        ,--        ,--        ,**        ,**          
"$50,000 or more      ",**        ,**        ,**        ,**          ,**        ,**          ,**        ,**        ,--        ,--        ,**        ,**          ,**        ,**        ,--        ,--        ,**        ,**          
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,          ,          ,            ,          ,          ,          ,          ,          ,            
98256                ,169,303,74,"5,091",145,"3,840",91,282,26,29,128,592,31,34,**        ,**        ,35,482
"Under $10,000        ",48,69,18,221,39,173,12,12,*       26,*       29,11,4,*       18,*       19,--        ,--        ,**        ,**          
"$10,000 under $25,000",40,64,11,671,33,456,19,35,**        ,**        ,38,44,**        ,**        ,--        ,--        ,**        ,**          
"$25,000 under $50,000",49,96,26,"1,807",43,"1,405",33,45,**        ,**        ,47,190,*       13,*       15,--        ,--        ,*       18,*        187
"$50,000 or more      ",32,74,19,"2,392",30,"1,806",27,190,--        ,--        ,32,354,**        ,**        ,**        ,**        ,17,295
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,          ,          ,            ,          ,          ,          ,          ,          ,            
98257                ,"1,806","3,432",804,"124,504","1,182","40,817","1,238","6,944",195,298,"1,492","21,808",356,426,13,13,611,"10,410"
"Under $10,000        ",345,406,106,-365,238,"1,207",140,202,88,102,116,61,64,73,**        ,**        ,34,473
"$10,000 under $25,000",423,740,183,"7,270",290,"4,217",227,574,94,190,344,435,71,78,*       13,*       13,70,923
"$25,000 under $50,000",443,925,237,"16,153",297,"9,125",318,"1,183",13,6,437,"1,614",80,101,**        ,**        ,143,"1,798"
"$50,000 or more      ",595,"1,361",278,"101,446",357,"26,268",553,"4,985",--        ,--        ,595,"19,698",141,174,**        ,**        ,364,"7,216"
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,          ,          ,            ,          ,          ,          ,          ,          ,            
98258                ,"7,269","15,868","5,570","365,976","6,447","280,696","4,364","8,503",559,795,"6,336","52,664","1,070","1,249",49,50,"3,355","51,793"
"Under $10,000        ","1,212",905,247,926,989,"5,173",401,509,244,289,516,205,102,120,--        ,--        ,58,"1,048"
"$10,000 under $25,000","1,238","1,963",509,"21,516",996,"16,181",496,873,260,479,"1,046","1,466",125,138,**        ,**        ,157,"1,975"
"$25,000 under $50,000","1,910","4,204","1,432","71,311","1,733","59,848","1,098","1,467",55,27,"1,870","6,910",295,365,*       22,*       22,806,"10,001"
"$50,000 or more      ","2,909","8,796","3,382","272,223","2,729","199,494","2,369","5,654",--        ,--        ,"2,904","44,083",548,626,27,28,"2,334","38,769"
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,          ,          ,            ,          ,          ,          ,          ,          ,            
98259                ,147,257,58,"9,842",113,"3,743",98,"5,854",11,9,130,"2,009",27,33,**        ,**        ,55,"1,006"
"Under $10,000        ",28,24,3,120,20,73,15,33,*       11,*        9,14,6,*       11,*       16,**        ,**        ,**        ,**          
"$10,000 under $25,000",32,46,8,579,24,444,16,30,**        ,**        ,29,41,**        ,**        ,**        ,**        ,**        ,**          
"$25,000 under $50,000",36,65,17,"1,285",26,821,26,113,--        ,--        ,36,128,*       16,*       17,**        ,**        ,*       22,*        249
"$50,000 or more      ",51,122,30,"7,858",43,"2,405",41,"5,678",--        ,--        ,51,"1,834",**        ,**        ,--        ,--        ,33,757
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,          ,          ,            ,          ,          ,          ,          ,          ,            
98260                ,"2,312","4,374","1,179","148,211","1,635","94,665","1,636","6,755",217,276,"1,961","30,314",564,703,22,22,932,"18,763"
"Under $10,000        ",455,387,72,"1,637",302,"1,355",213,229,103,92,206,94,98,129,**        ,**        ,30,396
"$10,000 under $25,000",539,850,189,"9,186",353,"5,397",324,648,101,179,454,663,120,154,**        ,**        ,119,"1,574"
"$25,000 under $50,000",564,"1,193",348,"20,748",413,"12,980",426,934,13,5,548,"2,139",139,170,**        ,**        ,246,"3,186"
"$50,000 or more      ",754,"1,944",570,"116,640",567,"74,933",673,"4,944",--        ,--        ,753,"27,418",207,250,*       22,*       22,537,"13,607"
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,          ,          ,            ,          ,          ,          ,          ,          ,            
98261                ,"1,004","1,817",420,"47,042",640,"16,544",748,"3,237",128,145,844,"7,551",349,439,60,60,310,"5,435"
"Under $10,000        ",242,233,39,871,158,649,128,151,69,43,119,53,71,80,**        ,**        ,10,144
"$10,000 under $25,000",226,406,112,"3,690",144,"2,002",144,229,*       59,*      102,193,272,84,103,*       22,*       22,44,504
"$25,000 under $50,000",257,552,144,"9,254",167,"4,344",211,674,**        ,**        ,253,947,91,116,20,20,83,"1,156"
"$50,000 or more      ",279,626,125,"33,227",171,"9,549",265,"2,183",--        ,--        ,279,"6,279",103,140,18,18,173,"3,631"
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,          ,          ,            ,          ,          ,          ,          ,          ,            
98262                ,365,663,159,"17,307",241,"8,194",260,865,46,57,295,"2,945",123,151,13,13,127,"1,881"
"Under $10,000        ",86,96,22,240,50,229,44,23,30,28,32,28,30,40,**        ,**        ,**        ,**          
"$10,000 under $25,000",90,161,43,"1,507",52,808,56,161,*       16,*       29,74,111,30,38,*       13,*       13,*       19,*        249
"$25,000 under $50,000",85,175,46,"3,041",61,"1,819",66,111,**        ,**        ,85,322,35,43,**        ,**        ,34,386
"$50,000 or more      ",104,231,48,"12,519",78,"5,338",94,570,--        ,--        ,104,"2,484",28,30,**        ,**        ,74,"1,246"
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,          ,          ,            ,          ,          ,          ,          ,          ,            
98263                ,148,329,110,"4,669",132,"3,853",71,138,21,32,126,457,25,29,**        ,**        ,38,442
"Under $10,000        ",22,31,10,62,20,128,**        ,**        ,**        ,**        ,**        ,**          ,*       11,*       15,--        ,--        ,**        ,**          
"$10,000 under $25,000",36,68,17,605,30,433,*       25,*       35,*       21,*       32,*       37,*         44,**        ,**        ,**        ,**        ,**        ,**          
"$25,000 under $50,000",58,142,55,"1,988",53,"1,616",26,54,**        ,**        ,57,177,*       14,*       14,**        ,**        ,*       21,*        217
"$50,000 or more      ",32,88,28,"2,014",29,"1,676",20,49,--        ,--        ,32,236,**        ,**        ,**        ,**        ,17,225
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,          ,          ,            ,          ,          ,          ,          ,          ,            
98264                ,"6,845","15,057","5,551","267,710","5,660","172,520","4,504","15,733",678,"1,065","5,571","35,455","1,030","1,194",258,267,"2,333","34,684"
"Under $10,000        ","1,548","1,254",341,"-2,135","1,295","6,357",727,695,243,299,636,310,113,138,57,60,69,796
"$10,000 under $25,000","1,597","2,806",810,"26,897","1,221","18,333",880,"2,314",352,727,"1,302","1,635",175,208,37,39,206,"2,514"
"$25,000 under $50,000","1,893","5,208","2,035","70,247","1,610","52,833","1,300","3,653",83,39,"1,829","6,126",353,413,73,75,778,"8,918"
"$50,000 or more      ","1,807","5,789","2,365","172,701","1,534","94,997","1,597","9,071",--        ,--        ,"1,804","27,384",389,435,91,93,"1,280","22,456"
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,          ,          ,            ,          ,          ,          ,          ,          ,            
98266                ,254,528,168,"8,326",206,"5,373",128,286,41,59,207,"1,274",60,65,**        ,**        ,57,594
"Under $10,000        ",54,85,26,-83,35,195,19,35,21,26,20,10,16,18,**        ,**        ,*       11,*        115
"$10,000 under $25,000",65,114,30,"1,105",52,787,29,84,*       20,*       33,57,78,11,12,**        ,**        ,**        ,**          
"$25,000 under $50,000",101,230,73,"3,562",89,"2,655",53,81,**        ,**        ,96,359,*       33,*       35,--        ,--        ,31,313
"$50,000 or more      ",34,99,39,"3,742",30,"1,736",27,86,--        ,--        ,34,827,**        ,**        ,**        ,**        ,15,166
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,          ,          ,            ,          ,          ,          ,          ,          ,            
98267                ,222,448,166,"6,601",177,"4,870",111,262,37,53,156,786,33,40,**        ,**        ,52,631
"Under $10,000        ",68,90,29,108,48,201,21,47,22,29,17,11,10,13,**        ,**        ,**        ,**          
"$10,000 under $25,000",55,97,30,948,44,670,27,53,*       15,*       24,45,61,10,13,**        ,**        ,*       12,*         98
"$25,000 under $50,000",54,138,56,"1,868",45,"1,375",29,83,**        ,**        ,50,155,13,14,--        ,--        ,12,143
"$50,000 or more      ",45,123,51,"3,677",40,"2,624",34,79,--        ,--        ,44,559,**        ,**        ,**        ,**        ,28,390
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,          ,          ,            ,          ,          ,          ,          ,          ,            
98270                ,"14,411","30,920","10,767","613,997","12,724","485,195","8,235","13,603","1,442","2,038","12,388","77,754","1,873","2,126",30,31,"5,632","77,688"
"Under $10,000        ","2,347","1,977",489,"9,854","1,946","9,579",763,500,532,583,948,350,191,216,*       13,*       13,66,725
"$10,000 under $25,000","3,175","5,265","1,483","55,603","2,544","42,342","1,333","2,583",765,"1,391","2,659","3,558",292,339,**        ,**        ,342,"3,864"
"$25,000 under $50,000","4,080","9,158","3,239","150,599","3,696","128,129","2,304","2,823",145,64,"3,978","14,251",558,635,**        ,**        ,"1,551","18,513"
"$50,000 or more      ","4,809","14,520","5,556","397,941","4,538","305,145","3,835","7,697",--        ,--        ,"4,803","59,595",832,936,17,18,"3,673","54,586"
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,          ,          ,            ,          ,          ,          ,          ,          ,            
98271                ,"9,250","19,954","7,000","394,007","8,217","314,179","5,265","7,941",963,"1,446","7,878","50,370","1,126","1,293",54,54,"3,517","48,731"
"Under $10,000        ","1,594","1,419",400,"6,446","1,338","6,571",468,386,383,451,624,212,134,162,**        ,**        ,49,626
"$10,000 under $25,000","1,956","3,355","1,014","33,965","1,594","26,200",807,"1,195",493,960,"1,611","2,093",169,189,**        ,**        ,219,"2,350"
"$25,000 under $50,000","2,627","6,005","2,141","96,967","2,381","81,521","1,508","1,741",87,35,"2,573","9,238",352,411,*       23,*       23,975,"12,135"
"$50,000 or more      ","3,073","9,175","3,445","256,629","2,904","199,887","2,482","4,619",--        ,--        ,"3,070","38,827",471,531,31,31,"2,274","33,620"
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,          ,          ,            ,          ,          ,          ,          ,          ,            
98272                ,"8,695","18,604","6,327","416,002","7,735","338,406","4,907","9,722",812,"1,090","7,417","62,403","1,380","1,596",114,120,"3,628","53,113"
"Under $10,000        ","1,554","1,327",300,"4,224","1,310","6,533",494,459,365,374,584,231,145,164,*       18,*       18,59,863
"$10,000 under $25,000","1,661","2,699",721,"28,729","1,346","22,270",655,"1,264",363,681,"1,415","1,951",206,234,**        ,**        ,220,"2,600"
"$25,000 under $50,000","2,329","5,302","1,872","85,989","2,111","73,414","1,287","1,774",84,35,"2,273","8,116",417,495,31,33,938,"11,462"
"$50,000 or more      ","3,151","9,276","3,434","297,060","2,968","236,189","2,471","6,225",--        ,--        ,"3,145","52,105",612,703,65,69,"2,411","38,188"
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,          ,          ,            ,          ,          ,          ,          ,          ,            
98273                ,"10,936","22,348","7,761","431,261","9,178","274,572","5,998","21,734","1,774","2,941","8,634","62,558","1,553","1,806",197,206,"3,028","42,593"
"Under $10,000        ","2,417","2,568",834,"5,567","2,000","10,100",852,857,714,903,918,341,209,247,31,32,88,"1,376"
"$10,000 under $25,000","3,196","5,865","2,020","54,040","2,577","40,554","1,254","2,667",931,"1,979","2,460","3,074",297,350,30,34,296,"3,207"
"$25,000 under $50,000","2,678","6,333","2,221","97,369","2,312","75,522","1,602","3,202",129,59,"2,615","9,240",447,514,39,40,921,"10,538"
"$50,000 or more      ","2,645","7,582","2,686","274,285","2,289","148,396","2,290","15,008",--        ,--        ,"2,641","49,903",600,695,97,100,"1,723","27,472"
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,          ,          ,            ,          ,          ,          ,          ,          ,            
98274                ,"5,037","10,109","3,292","200,705","4,160","139,827","2,975","8,502",534,836,"4,162","27,555",794,931,58,58,"1,721","25,975"
"Under $10,000        ","1,044",917,254,"1,254",847,"4,434",400,412,205,257,441,172,93,98,*       15,*       15,32,539
"$10,000 under $25,000","1,251","2,131",586,"21,412",974,"15,553",561,"1,318",287,562,"1,021","1,271",129,153,**        ,**        ,158,"1,886"
"$25,000 under $50,000","1,355","3,051","1,025","49,634","1,159","38,817",832,"1,761",42,17,"1,318","4,676",234,281,11,11,515,"6,080"
"$50,000 or more      ","1,387","4,010","1,427","128,405","1,180","81,023","1,182","5,011",--        ,--        ,"1,382","21,436",338,399,32,32,"1,016","17,470"
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,          ,          ,            ,          ,          ,          ,          ,          ,            
98275                ,"8,315","16,920","5,530","550,066","7,188","396,766","5,657","13,478",425,592,"7,368","94,799","1,273","1,472",12,15,"3,869","76,562"
"Under $10,000        ","1,338",729,153,"3,550","1,020","5,167",572,383,159,169,643,237,95,105,--        ,--        ,61,"1,056"
"$10,000 under $25,000","1,274","1,884",488,"22,044","1,022","17,009",589,913,224,407,"1,070","1,587",164,183,--        ,--        ,182,"2,540"
"$25,000 under $50,000","1,921","3,584","1,032","71,290","1,699","58,103","1,170","1,692",42,16,"1,875","7,500",281,326,*       12,*       15,681,"10,309"
"$50,000 or more      ","3,782","10,723","3,857","453,182","3,447","316,487","3,326","10,490",--        ,--        ,"3,780","85,475",733,858,**        ,**        ,"2,945","62,657"
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,          ,          ,            ,          ,          ,          ,          ,          ,            
98276                ,306,702,299,"9,240",280,"7,314",150,195,51,86,237,884,45,53,**        ,**        ,84,927
"Under $10,000        ",75,91,31,356,67,314,21,17,26,37,21,6,**        ,**        ,--        ,--        ,--        ,--          
"$10,000 under $25,000",82,144,65,"1,376",71,"1,028",31,33,*       25,*       49,68,97,*       14,*       17,**        ,**        ,11,87
"$25,000 under $50,000",80,232,101,"2,907",79,"2,592",44,45,**        ,**        ,79,231,13,15,**        ,**        ,28,279
"$50,000 or more      ",69,235,102,"4,601",63,"3,380",54,100,--        ,--        ,69,550,18,21,**        ,**        ,45,561
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,          ,          ,            ,          ,          ,          ,          ,          ,            
98277                ,"14,791","32,771","10,935","547,824","12,492","360,508","8,469","17,713","1,653","2,095","11,966","65,431","1,759","2,039",88,90,"4,094","54,358"
"Under $10,000        ","2,472","2,431",661,"11,595","2,043","10,437",800,540,583,675,970,310,200,227,10,10,88,"1,046"
"$10,000 under $25,000","4,535","9,240","3,010","79,141","3,877","64,121","1,813","2,002",980,"1,378","3,397","4,059",399,458,17,17,468,"4,918"
"$25,000 under $50,000","4,429","11,722","4,223","159,468","3,790","121,785","2,932","4,076",90,42,"4,245","12,966",582,680,20,22,"1,461","17,006"
"$50,000 or more      ","3,355","9,378","3,041","297,620","2,782","164,165","2,924","11,095",--        ,--        ,"3,354","48,096",578,674,41,41,"2,077","31,388"
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,          ,          ,            ,          ,          ,          ,          ,          ,            
98278                ,889,"1,005",99,"11,429",889,"11,262",133,22,24,26,767,731,**        ,**        ,--        ,--        ,12,127
"Under $10,000        ",281,285,14,"2,116",281,"2,114",22,1,11,14,183,50,--        ,--        ,--        ,--        ,--        ,--          
"$10,000 under $25,000",572,644,56,"7,963",572,"7,923",90,14,13,12,548,534,**        ,**        ,--        ,--        ,*       12,*        127
"$25,000 under $50,000",*       36,*       76,*       29,"*      1,350",*       36,"*      1,225",*       21,*        7,--        ,--        ,*       36,*        147,**        ,**        ,--        ,--        ,**        ,**          
"$50,000 or more      ",**        ,**        ,**        ,**          ,**        ,**          ,**        ,**        ,--        ,--        ,**        ,**          ,**        ,**        ,--        ,--        ,**        ,**          
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,          ,          ,            ,          ,          ,          ,          ,          ,            
